SZ000006	2007-01-31	2007-07-30
SZ000016	2007-01-31	2007-07-30
SZ000028	2007-01-31	2007-07-30
SZ000032	2007-01-31	2007-07-30
SZ000033	2007-01-31	2007-07-30
SZ000037	2007-01-31	2007-07-30
SZ000040	2007-01-31	2007-07-30
SZ000042	2007-01-31	2007-07-30
SZ000043	2007-01-31	2007-07-30
SZ000046	2007-01-31	2007-07-30
SZ000049	2007-01-31	2007-07-30
SZ000050	2007-01-31	2007-07-30
SZ000062	2007-01-31	2007-07-30
SZ000065	2007-01-31	2007-07-30
SZ000070	2007-01-31	2007-07-30
SZ000078	2007-01-31	2007-07-30
SZ000090	2007-01-31	2007-07-30
SZ000096	2007-01-31	2007-07-30
SZ000151	2007-01-31	2007-07-30
SZ000155	2007-01-31	2007-07-30
SZ000158	2007-01-31	2007-07-30
SZ000301	2007-01-31	2007-07-30
SZ000407	2007-01-31	2007-07-30
SZ000416	2007-01-31	2007-07-30
SZ000417	2007-01-31	2007-07-30
SZ000419	2007-01-31	2007-07-30
SZ000420	2007-01-31	2007-07-30
SZ000421	2007-01-31	2007-07-30
SZ000426	2007-01-31	2007-07-30
SZ000428	2007-01-31	2007-07-30
SZ000501	2007-01-31	2007-07-30
SZ000504	2007-01-31	2007-07-30
SZ000510	2007-01-31	2007-07-30
SZ000511	2007-01-31	2007-07-30
SZ000513	2007-01-31	2007-07-30
SZ000515	2007-01-31	2007-07-30
SZ000518	2007-01-31	2007-07-30
SZ000522	2007-01-31	2007-07-30
SZ000524	2007-01-31	2007-07-30
SZ000525	2007-01-31	2007-07-30
SZ000530	2007-01-31	2007-07-30
SZ000531	2007-01-31	2007-07-30
SZ000532	2007-01-31	2007-07-30
SZ000533	2007-01-31	2007-07-30
SZ000537	2007-01-31	2007-07-30
SZ000543	2007-01-31	2007-07-30
SZ000548	2007-01-31	2007-07-30
SZ000551	2007-01-31	2007-07-30
SZ000554	2007-01-31	2007-07-30
SZ000563	2007-01-31	2007-07-30
SZ000570	2007-01-31	2007-07-30
SZ000571	2007-01-31	2007-07-30
SZ000572	2007-01-31	2007-07-30
SZ000573	2007-01-31	2007-07-30
SZ000576	2007-01-31	2007-07-30
SZ000584	2007-01-31	2007-07-30
