SZ000016	2007-01-22	2007-01-22
SZ000036	2007-01-22	2007-01-22
SZ000037	2007-01-22	2007-01-22
SZ000039	2007-01-22	2007-01-22
SZ000049	2007-01-22	2007-01-22
SZ000059	2007-01-22	2007-01-22
SZ000062	2007-01-22	2007-01-22
SZ000063	2007-01-22	2007-01-22
SZ000066	2007-01-22	2007-01-22
SZ000089	2007-01-22	2007-01-22
SZ000157	2007-01-22	2007-01-22
SZ000400	2007-01-22	2007-01-22
SZ000410	2007-01-22	2007-01-22
SZ000417	2007-01-22	2007-01-22
SZ000421	2007-01-22	2007-01-22
SZ000422	2007-01-22	2007-01-22
SZ000510	2007-01-22	2007-01-22
SZ000522	2007-01-22	2007-01-22
SZ000537	2007-01-22	2007-01-22
SZ000543	2007-01-22	2007-01-22
SZ000548	2007-01-22	2007-01-22
SZ000563	2007-01-22	2007-01-22
SZ000568	2007-01-22	2007-01-22
SZ000570	2007-01-22	2007-01-22
SZ000572	2007-01-22	2007-01-22
SZ000576	2007-01-22	2007-01-22
SZ000589	2007-01-22	2007-01-22
SZ000594	2007-01-22	2007-01-22
SZ000598	2007-01-22	2007-01-22
SZ000599	2007-01-22	2007-01-22
SZ000608	2007-01-22	2007-01-22
SZ000616	2007-01-22	2007-01-22
SZ000617	2007-01-22	2007-01-22
SZ000623	2007-01-22	2007-01-22
SZ000628	2007-01-22	2007-01-22
SZ000629	2007-01-22	2007-01-22
SZ000651	2007-01-22	2007-01-22
SZ000662	2007-01-22	2007-01-22
SZ000666	2007-01-22	2007-01-22
SZ000668	2007-01-22	2007-01-22
SZ000676	2007-01-22	2007-01-22
SZ000683	2007-01-22	2007-01-22
SZ000686	2007-01-22	2007-01-22
SZ000700	2007-01-22	2007-01-22
SZ000701	2007-01-22	2007-01-22
SZ000702	2007-01-22	2007-01-22
SZ000713	2007-01-22	2007-01-22
SZ000720	2007-01-22	2007-01-22
SZ000729	2007-01-22	2007-01-22
SZ000731	2007-01-22	2007-01-22
SZ000755	2007-01-22	2007-01-22
SZ000758	2007-01-22	2007-01-22
SZ000759	2007-01-22	2007-01-22
SZ000785	2007-01-22	2007-01-22
SZ000786	2007-01-22	2007-01-22
SZ000811	2007-01-22	2007-01-22
SZ000821	2007-01-22	2007-01-22
SZ000825	2007-01-22	2007-01-22
SZ000831	2007-01-22	2007-01-22
SZ000837	2007-01-22	2007-01-22
SZ000839	2007-01-22	2007-01-22
SZ000858	2007-01-22	2007-01-22
SZ000895	2007-01-22	2007-01-22
SZ000898	2007-01-22	2007-01-22
SZ000900	2007-01-22	2007-01-22
SZ000903	2007-01-22	2007-01-22
SZ000909	2007-01-22	2007-01-22
SZ000913	2007-01-22	2007-01-22
SZ000930	2007-01-22	2007-01-22
SZ000936	2007-01-22	2007-01-22
SZ000969	2007-01-22	2007-01-22
SZ000970	2007-01-22	2007-01-22
SZ000987	2007-01-22	2007-01-22
SZ002001	2007-01-22	2007-01-22
SZ002023	2007-01-22	2007-01-22
SZ002024	2007-01-22	2007-01-22
SZ002028	2007-01-22	2007-01-22
SZ002031	2007-01-22	2007-01-22
SZ002054	2007-01-22	2007-01-22
SZ002055	2007-01-22	2007-01-22
SH600011	2007-01-22	2007-01-22
SH600021	2007-01-22	2007-01-22
SH600033	2007-01-22	2007-01-22
SH600035	2007-01-22	2007-01-22
SH600036	2007-01-22	2007-01-22
SH600048	2007-01-22	2007-01-22
SH600050	2007-01-22	2007-01-22
SH600054	2007-01-22	2007-01-22
SH600062	2007-01-22	2007-01-22
SH600066	2007-01-22	2007-01-22
SH600074	2007-01-22	2007-01-22
SH600085	2007-01-22	2007-01-22
SH600089	2007-01-22	2007-01-22
SH600091	2007-01-22	2007-01-22
SH600103	2007-01-22	2007-01-22
SH600108	2007-01-22	2007-01-22
SH600110	2007-01-22	2007-01-22
SH600117	2007-01-22	2007-01-22
SH600121	2007-01-22	2007-01-22
SH600141	2007-01-22	2007-01-22
SH600153	2007-01-22	2007-01-22
SH600171	2007-01-22	2007-01-22
SH600172	2007-01-22	2007-01-22
SH600180	2007-01-22	2007-01-22
SH600189	2007-01-22	2007-01-22
SH600197	2007-01-22	2007-01-22
SH600198	2007-01-22	2007-01-22
SH600200	2007-01-22	2007-01-22
SH600208	2007-01-22	2007-01-22
SH600215	2007-01-22	2007-01-22
SH600256	2007-01-22	2007-01-22
SH600267	2007-01-22	2007-01-22
SH600268	2007-01-22	2007-01-22
SH600280	2007-01-22	2007-01-22
SH600284	2007-01-22	2007-01-22
SH600307	2007-01-22	2007-01-22
SH600316	2007-01-22	2007-01-22
SH600317	2007-01-22	2007-01-22
SH600322	2007-01-22	2007-01-22
SH600328	2007-01-22	2007-01-22
SH600339	2007-01-22	2007-01-22
SH600345	2007-01-22	2007-01-22
SH600350	2007-01-22	2007-01-22
SH600356	2007-01-22	2007-01-22
SH600358	2007-01-22	2007-01-22
SH600359	2007-01-22	2007-01-22
SH600361	2007-01-22	2007-01-22
SH600367	2007-01-22	2007-01-22
SH600377	2007-01-22	2007-01-22
SH600382	2007-01-22	2007-01-22
SH600383	2007-01-22	2007-01-22
SH600387	2007-01-22	2007-01-22
SH600388	2007-01-22	2007-01-22
SH600410	2007-01-22	2007-01-22
SH600432	2007-01-22	2007-01-22
SH600436	2007-01-22	2007-01-22
SH600438	2007-01-22	2007-01-22
SH600446	2007-01-22	2007-01-22
SH600477	2007-01-22	2007-01-22
SH600482	2007-01-22	2007-01-22
SH600508	2007-01-22	2007-01-22
SH600518	2007-01-22	2007-01-22
SH600522	2007-01-22	2007-01-22
SH600540	2007-01-22	2007-01-22
SH600546	2007-01-22	2007-01-22
SH600547	2007-01-22	2007-01-22
SH600548	2007-01-22	2007-01-22
SH600563	2007-01-22	2007-01-22
SH600565	2007-01-22	2007-01-22
SH600572	2007-01-22	2007-01-22
SH600580	2007-01-22	2007-01-22
SH600581	2007-01-22	2007-01-22
SH600583	2007-01-22	2007-01-22
SH600584	2007-01-22	2007-01-22
SH600585	2007-01-22	2007-01-22
SH600591	2007-01-22	2007-01-22
SH600600	2007-01-22	2007-01-22
SH600605	2007-01-22	2007-01-22
SH600626	2007-01-22	2007-01-22
SH600627	2007-01-22	2007-01-22
SH600628	2007-01-22	2007-01-22
SH600630	2007-01-22	2007-01-22
SH600640	2007-01-22	2007-01-22
SH600642	2007-01-22	2007-01-22
SH600643	2007-01-22	2007-01-22
SH600655	2007-01-22	2007-01-22
SH600661	2007-01-22	2007-01-22
SH600662	2007-01-22	2007-01-22
SH600674	2007-01-22	2007-01-22
SH600690	2007-01-22	2007-01-22
SH600693	2007-01-22	2007-01-22
SH600694	2007-01-22	2007-01-22
SH600704	2007-01-22	2007-01-22
SH600717	2007-01-22	2007-01-22
SH600720	2007-01-22	2007-01-22
SH600725	2007-01-22	2007-01-22
SH600754	2007-01-22	2007-01-22
SH600761	2007-01-22	2007-01-22
SH600764	2007-01-22	2007-01-22
SH600777	2007-01-22	2007-01-22
SH600787	2007-01-22	2007-01-22
SH600811	2007-01-22	2007-01-22
SH600814	2007-01-22	2007-01-22
SH600819	2007-01-22	2007-01-22
SH600820	2007-01-22	2007-01-22
SH600821	2007-01-22	2007-01-22
